DATE,OIL_PRICE
10/31/2003,29.28
11/7/2003,29.79
11/14/2003,31.56
11/21/2003,32.58
11/28/2003,30.11
12/5/2003,30.63
12/12/2003,32.16
12/19/2003,33.2
12/26/2003,32.24
1/2/2004,32.68
1/9/2004,33.89
1/16/2004,34.51
1/23/2004,35.45
1/30/2004,33.61
2/6/2004,33.41
2/13/2004,33.88
2/20/2004,35.54
2/27/2004,36.08
3/5/2004,36.67
3/12/2004,36.44
3/19/2004,37.78
3/26/2004,36.65
4/2/2004,35.23
4/9/2004,35.7
4/16/2004,37.39
4/23/2004,37.32
4/30/2004,37.31
5/7/2004,39.24
5/14/2004,40.37
5/21/2004,40.84
5/28/2004,40.65
6/4/2004,40.01
6/11/2004,37.99
6/18/2004,37.86
6/25/2004,37.7
7/2/2004,37.14
7/9/2004,39.73
7/16/2004,40.33
7/23/2004,41.27
7/30/2004,42.5
8/6/2004,43.81
8/13/2004,45.24
8/20/2004,47.28
8/27/2004,44.34
9/3/2004,43.28
9/10/2004,43.33
9/17/2004,44.39
9/24/2004,47.82
10/1/2004,49.71
10/8/2004,51.77
10/15/2004,54.12
10/22/2004,54.43
10/29/2004,53.43
11/5/2004,49.81
11/12/2004,48
11/19/2004,47.02
11/26/2004,48.79
12/3/2004,46.06
12/10/2004,41.91
12/17/2004,43.5
12/24/2004,44.39
12/31/2004,42.52
1/7/2005,44.07
1/14/2005,46.79
1/21/2005,47.85
1/28/2005,48.56
2/4/2005,46.97
2/11/2005,46.08
2/18/2005,47.82
2/25/2005,51.75
3/4/2005,52.74
3/11/2005,54.22
3/18/2005,55.93
3/25/2005,52.95
4/1/2005,54.97
4/8/2005,55.24
4/15/2005,51.44
4/22/2005,52.39
4/29/2005,52
5/6/2005,50.64
5/13/2005,50.33
5/20/2005,47.77
5/27/2005,50.15
6/3/2005,53.76
6/10/2005,53.74
6/17/2005,56.18
6/24/2005,59.04
7/1/2005,58.21
7/8/2005,60.36
7/15/2005,59.18
7/22/2005,57.3
7/29/2005,59.39
8/5/2005,61.64
8/12/2005,64.85
8/19/2005,64.92
8/26/2005,66.34
9/2/2005,68.47
9/9/2005,64.81
9/16/2005,63.84
9/23/2005,66.43
9/30/2005,66.06
10/7/2005,63.06
10/14/2005,62.87
10/21/2005,62.28
10/28/2005,61.33
11/4/2005,60.34
11/11/2005,58.8
11/18/2005,57
11/25/2005,58.13
12/2/2005,57.78
12/9/2005,59.83
12/16/2005,60.32
12/23/2005,57.97
12/30/2005,59.82
1/6/2006,63.39
1/13/2006,63.74
1/20/2006,66.79
1/27/2006,66.82
2/3/2006,66.59
2/10/2006,63.06
2/17/2006,59.37
2/24/2006,59.93
3/3/2006,62.27
3/10/2006,60.89
3/17/2006,62.64
3/24/2006,61.36
3/31/2006,65.67
4/7/2006,66.56
4/14/2006,68.85
4/21/2006,71.87
4/28/2006,70.38
5/5/2006,72.14
5/12/2006,71.5
5/19/2006,69.07
5/26/2006,70.35
6/2/2006,71.53
6/9/2006,71.54
6/16/2006,69.48
6/23/2006,69.94
6/30/2006,72.65
7/7/2006,74.65
7/14/2006,75.21
7/21/2006,73.98
7/28/2006,73.87
8/4/2006,75.2
8/11/2006,75.63
8/18/2006,71.79
8/25/2006,72.12
9/1/2006,70.01
9/8/2006,67.53
9/15/2006,63.98
9/22/2006,61.4
9/29/2006,61.94
10/6/2006,59.77
10/13/2006,58.58
10/20/2006,58.48
10/27/2006,58.88
11/3/2006,58.55
11/10/2006,59.96
11/17/2006,57.56
11/24/2006,57.24
12/1/2006,62.02
12/8/2006,62.32
12/15/2006,61.91
12/22/2006,62.4
12/29/2006,60.66
1/5/2007,57.76
1/12/2007,54.11
1/19/2007,51.51
1/26/2007,53.57
2/2/2007,57.11
2/9/2007,58.99
2/16/2007,58.41
2/23/2007,59.57
3/2/2007,61.64
3/9/2007,60.85
3/16/2007,57.94
3/23/2007,58.26
3/30/2007,64.18
4/6/2007,64.82
4/13/2007,62.58
4/20/2007,63.06
4/27/2007,65.26
5/4/2007,63.82
5/11/2007,61.9
5/18/2007,63.61
5/25/2007,64.89
6/1/2007,63.94
6/8/2007,65.9
6/15/2007,66.62
6/22/2007,68.78
6/29/2007,69.13
7/6/2007,71.78
7/13/2007,72.79
7/20/2007,74.92
7/27/2007,75.15
8/3/2007,76.75
8/10/2007,71.92
8/17/2007,72.05
8/24/2007,70.19
8/31/2007,72.93
9/7/2007,75.96
9/14/2007,78.95
9/21/2007,82.26
9/28/2007,81.7
10/5/2007,80.59
10/12/2007,81.46
10/19/2007,87.8
10/26/2007,89.23
11/2/2007,93.46
11/9/2007,95.81
11/16/2007,93.56
11/23/2007,97.93
11/30/2007,92.47
12/7/2007,88.71
12/14/2007,91.18
12/21/2007,91.16
12/28/2007,95.64
1/4/2008,98.17
1/11/2008,94.76
1/18/2008,91.51
1/25/2008,89.41
2/1/2008,91.14
2/8/2008,89.08
2/15/2008,94.13
2/22/2008,99.61
2/29/2008,100.84
3/7/2008,103.44
3/14/2008,109.35
3/21/2008,105.28
3/28/2008,104.49
4/4/2008,103.46
4/11/2008,109.71
4/18/2008,114.33
4/25/2008,118.53
5/2/2008,115.42
5/9/2008,123.01
5/16/2008,124.96
5/23/2008,130.14
5/30/2008,128.47
6/6/2008,128.16
6/13/2008,134.8
6/20/2008,134.34
6/27/2008,137
7/4/2008,142.52
7/11/2008,139.95
7/18/2008,135.37
7/25/2008,125.92
8/1/2008,124.57
8/8/2008,118.8
8/15/2008,114.4
8/22/2008,115.7
8/29/2008,116.09
9/5/2008,108.37
9/12/2008,102.88
9/19/2008,97.19
9/26/2008,111.12
10/3/2008,96.59
10/10/2008,86.24
10/17/2008,75.19
10/24/2008,68.56
10/31/2008,65.21
11/7/2008,64.31
11/14/2008,58.6
11/21/2008,52.26
11/28/2008,53.27
12/5/2008,45.6
12/12/2008,44.57
12/19/2008,39.7
12/26/2008,32.98
1/2/2009,42.4
1/9/2009,44.46
1/16/2009,36.73
1/23/2009,42.15
1/30/2009,42.7
2/6/2009,40.78
2/13/2009,36.94
2/20/2009,37.15
2/27/2009,41.1
3/6/2009,43.18
3/13/2009,45.66
3/20/2009,49.49
3/27/2009,52.99
4/3/2009,50.34
4/10/2009,50.46
4/17/2009,49.86
4/24/2009,47.8
5/1/2009,50.2
5/8/2009,55.96
5/15/2009,57.94
5/22/2009,60.32
5/29/2009,64.32
6/5/2009,68.11
6/12/2009,70.85
6/19/2009,70.62
6/26/2009,68.58
7/3/2009,69.32
7/10/2009,61.48
7/17/2009,61.29
7/24/2009,65.28
7/31/2009,67.03
8/7/2009,71.58
8/14/2009,69.64
8/21/2009,70.8
8/28/2009,72.37
9/4/2009,68.39
9/11/2009,70.91
9/18/2009,71.32
9/25/2009,68.33
10/2/2009,68.84
10/9/2009,70.8
10/16/2009,75.73
10/23/2009,80.06
10/30/2009,78.47
11/6/2009,79
11/13/2009,78.24
11/20/2009,78.37
11/27/2009,76.14
12/4/2009,76.81
12/11/2009,71.51
12/18/2009,71.72
12/25/2009,74.76
1/1/2010,79.07
1/8/2010,82.34
1/15/2010,80.06
1/22/2010,76.62
1/29/2010,73.94
2/5/2010,74.57
2/12/2010,73.88
2/19/2010,78.25
2/26/2010,79.22
3/5/2010,80.19
3/12/2010,81.76
3/19/2010,81.44
3/26/2010,80.65
4/2/2010,83.01
4/9/2010,85.66
4/16/2010,84.34
4/23/2010,82.9
4/30/2010,84.22
5/7/2010,80.24
5/14/2010,74.98
5/21/2010,69.14
5/28/2010,70.62
6/4/2010,72.91
6/11/2010,73.44
6/18/2010,76.7
6/25/2010,77.06
7/2/2010,74.96
7/9/2010,74.39
7/16/2010,76.35
7/23/2010,77.56
7/30/2010,78.12
8/6/2010,81.79
8/13/2010,78.17
8/20/2010,74.84
8/27/2010,72.91
9/3/2010,74.02
9/10/2010,74.82
9/17/2010,75.62
9/24/2010,73.76
10/1/2010,78.41
10/8/2010,82.29
10/15/2010,82.16
10/22/2010,81.15
10/29/2010,82.03
11/5/2010,84.93
11/12/2010,86.91
11/19/2010,82.23
11/26/2010,82.28
12/3/2010,86.75
12/10/2010,88.5
12/17/2010,88.27
12/24/2010,89.66
12/31/2010,90.97
1/7/2011,89.54
1/14/2011,91.02
1/21/2011,89.75
1/28/2011,86.11
2/4/2011,89.52
2/11/2011,85.51
2/18/2011,84.13
2/25/2011,95.26
3/4/2011,101.05
3/11/2011,103.74
3/18/2011,99.79
3/25/2011,104.41
4/1/2011,105.08
4/8/2011,109.29
4/15/2011,107.75
4/22/2011,109.11
4/29/2011,112.3
5/6/2011,105.84
5/13/2011,99.87
5/20/2011,97.99
5/27/2011,99.55
6/3/2011,100.92
6/10/2011,100.05
6/17/2011,95.87
6/24/2011,92.7
7/1/2011,93.7
7/8/2011,97.12
7/15/2011,96.72
7/22/2011,98.01
7/29/2011,97.83
8/5/2011,90.85
8/12/2011,82.86
8/19/2011,85.36
8/26/2011,85.06
9/2/2011,88.07
9/9/2011,87.91
9/16/2011,88.93
9/23/2011,83.65
9/30/2011,81.18
10/7/2011,79.43
10/14/2011,85.35
10/21/2011,86.82
10/28/2011,92.32
11/4/2011,93.24
11/11/2011,96.97
11/18/2011,99.32
11/25/2011,96.89
12/2/2011,99.91
12/9/2011,100.08
12/16/2011,96.06
12/23/2011,97.74
12/30/2011,99.81
1/6/2012,102.39
1/13/2012,100.43
1/20/2012,99.95
1/27/2012,99.35
2/3/2012,97.8
2/10/2012,98.56
2/17/2012,101.73
2/24/2012,107.18
3/2/2012,107.52
3/9/2012,106.32
3/16/2012,106.15
3/23/2012,106.41
3/30/2012,105.12
4/6/2012,103.52
4/13/2012,102.55
4/20/2012,103.15
4/27/2012,103.78
5/4/2012,103.47
5/11/2012,96.98
5/18/2012,93.11
5/25/2012,90.88
6/1/2012,87.06
6/8/2012,84.43
6/15/2012,83.27
6/22/2012,81.11
6/29/2012,80.23
7/6/2012,85.74
7/13/2012,85.78
7/20/2012,90.34
7/27/2012,88.88
8/3/2012,89.1
8/10/2012,93.14
8/17/2012,94.43
8/24/2012,96.22
8/31/2012,95.68
9/7/2012,95.68
9/14/2012,97.56
9/21/2012,93.7
9/28/2012,91.35
10/5/2012,90.81
10/12/2012,91.42
10/19/2012,91.59
10/26/2012,86.35
11/2/2012,85.87
11/9/2012,85.98
11/16/2012,85.87
11/23/2012,87.4
11/30/2012,87.27
12/7/2012,87
12/14/2012,85.71
12/21/2012,88.24
12/28/2012,90.14
1/4/2013,92.77
1/11/2013,93.38
1/18/2013,94.58
1/25/2013,95.41
2/1/2013,97.33
2/8/2013,96.18
2/15/2013,96.95
2/22/2013,94.38
3/1/2013,92.19
3/8/2013,91
3/15/2013,92.7
3/22/2013,93.05
3/29/2013,96.08
4/5/2013,95.07
4/12/2013,93.36
4/19/2013,88
4/26/2013,91
5/3/2013,93.4
5/10/2013,95.84
5/17/2013,94.65
5/24/2013,94.76
5/31/2013,93.32
6/7/2013,94.25
6/14/2013,96.36
6/21/2013,96.65
6/28/2013,95.83
7/5/2013,100.65
7/12/2013,104.7
7/19/2013,106.88
7/26/2013,105.88
8/2/2013,105.54
8/9/2013,105.17
8/16/2013,106.97
8/23/2013,105.48
8/30/2013,108.33
9/6/2013,108.77
9/13/2013,108.36
9/20/2013,106.22
9/27/2013,103.1
10/4/2013,103.14
10/11/2013,102.7
10/18/2013,101.51
10/25/2013,97.57
11/1/2013,96.94
11/8/2013,94.31
11/15/2013,93.94
11/22/2013,93.92
11/29/2013,92.97
12/6/2013,96.21
12/13/2013,97.23
12/20/2013,97.85
12/27/2013,99.15
1/3/2014,96.47
1/10/2014,92.42
1/17/2014,92.98
1/24/2014,96.19
1/31/2014,97.29
2/7/2014,97.78
2/14/2014,100.21
2/21/2014,102.93
2/28/2014,102.77
3/7/2014,103.07
3/14/2014,99.55
3/21/2014,99.77
3/28/2014,100.66
4/4/2014,100.46
4/11/2014,102.72
4/18/2014,103.95
4/25/2014,102.11
5/2/2014,100.51
5/9/2014,100.29
5/16/2014,101.92
5/23/2014,103.82
5/30/2014,103.95
6/6/2014,103.23
6/13/2014,105.97
6/20/2014,107.23
6/27/2014,106.69
7/4/2014,105.52
7/11/2014,103.25
7/18/2014,102.37
7/25/2014,104.35
8/1/2014,102.19
8/8/2014,97.5
8/15/2014,97.17
8/22/2014,94.95
8/29/2014,96.25
9/5/2014,94.06
9/12/2014,92.43
9/19/2014,93.52
9/26/2014,93.15
10/3/2014,91.44
10/10/2014,87.63
10/17/2014,82.88
10/24/2014,82.12
10/31/2014,81.29
11/7/2014,78.24
11/14/2014,76.5
11/21/2014,75.38
11/28/2014,72.36
12/5/2014,67.18
12/12/2014,61.14
12/19/2014,55.89
12/26/2014,55.58
1/2/2015,53.44
1/9/2015,48.77
1/16/2015,47.07
1/23/2015,46.46
1/30/2015,45.32
2/6/2015,50.58
2/13/2015,51.14
2/20/2015,51.69
2/27/2015,49.16
3/6/2015,50.38
3/13/2015,47.69
3/20/2015,44.39
3/27/2015,48.68
4/3/2015,48.91
4/10/2015,51.78
4/17/2015,54.78
4/24/2015,56.14
5/1/2015,57.98
5/8/2015,59.73
5/15/2015,60.01
5/22/2015,58.95
5/29/2015,58.19
6/5/2015,59.66
6/12/2015,60.07
6/19/2015,59.89
6/26/2015,60.01
7/3/2015,57.92
7/10/2015,52.38
7/17/2015,51.68
7/24/2015,49.21
7/31/2015,47.91
8/7/2015,44.94
8/14/2015,43.2
8/21/2015,41.34
8/28/2015,40.73
9/4/2015,46.73
9/11/2015,45.16
9/18/2015,45.48
9/25/2015,45.57
10/2/2015,45
10/9/2015,48.36
10/16/2015,46.82
10/23/2015,45.16
10/30/2015,44.99
11/6/2015,45.98
11/13/2015,42.7
11/20/2015,40.62
11/27/2015,40.49
12/4/2015,40.4
12/11/2015,36.93
12/18/2015,35.78
12/25/2015,36.26
1/1/2016,36.99
1/8/2016,34.65
1/15/2016,30.59
1/22/2016,29.19
1/29/2016,31.81
2/5/2016,31.26
2/12/2016,28.14
2/19/2016,30.02
2/26/2016,31.32
3/4/2016,34.43
3/11/2016,37.69
3/18/2016,38.32
3/25/2016,39.45
4/1/2016,36.82
4/8/2016,36.72
4/15/2016,41.23
4/22/2016,41.86
4/29/2016,44.3
5/6/2016,44.22
5/13/2016,45.44
5/20/2016,47.99
5/27/2016,48.72
6/3/2016,49
6/10/2016,50.18
6/17/2016,47.89
6/24/2016,48.71
7/1/2016,48.17
7/8/2016,46.17
7/15/2016,45.6
7/22/2016,44.44
7/29/2016,41.83
8/5/2016,40.82
8/12/2016,43.11
8/19/2016,47.16
8/26/2016,47.05
9/2/2016,45.11
9/9/2016,45.96
9/16/2016,44.34
9/23/2016,44.59
9/30/2016,46.55
10/7/2016,49.48
10/14/2016,50.29
10/21/2016,50.56
10/28/2016,49.36
11/4/2016,45.51
11/11/2016,44.61
11/18/2016,45.15
11/25/2016,47.25
12/2/2016,48.63
12/9/2016,50.97
12/16/2016,51.91
12/23/2016,51.95
12/30/2016,53.6
1/6/2017,53.34
1/13/2017,52.07
1/20/2017,51.82
1/27/2017,52.74
2/3/2017,53.33
2/10/2017,52.88
2/17/2017,53.22
2/24/2017,54.03
3/3/2017,53.56
3/10/2017,50.5
3/17/2017,48.03
3/24/2017,47.28
3/31/2017,49.14
4/7/2017,51.26
4/14/2017,53.19
4/21/2017,51.09
4/28/2017,49.12
5/5/2017,47.21
5/12/2017,47.04
5/19/2017,49.24
5/26/2017,50.21
6/2/2017,48.48
6/9/2017,46.57
6/16/2017,45.3
6/23/2017,43.09
6/30/2017,44.63
7/7/2017,44.96
7/14/2017,45.51
7/21/2017,46.41
7/28/2017,48.27
8/4/2017,49.52
8/11/2017,49.08
8/18/2017,47.52
8/25/2017,47.68
9/1/2017,46.68
9/8/2017,48.58
9/15/2017,49.07
9/22/2017,50.12
9/29/2017,51.77
10/6/2017,50.23
10/13/2017,50.77
10/20/2017,51.74
10/27/2017,52.51
11/3/2017,54.59
11/10/2017,57.05
11/17/2017,55.81
11/24/2017,57.47
12/1/2017,57.81
12/8/2017,56.92
12/15/2017,57.17
12/22/2017,57.87
12/29/2017,59.88
1/5/2018,61.36
1/12/2018,63.26
1/19/2018,63.77
1/26/2018,65.14
2/2/2018,65.32
2/9/2018,62.01
2/16/2018,60.56
2/23/2018,62.47
3/2/2018,62.07
3/9/2018,61.65
3/16/2018,61.28
3/23/2018,64.11
3/30/2018,64.97
4/6/2018,63.07
4/13/2018,66.02
4/20/2018,67.55
4/27/2018,67.91
5/4/2018,68.38
5/11/2018,70.56
5/18/2018,71.3
5/25/2018,70.98
6/1/2018,66.96
6/8/2018,65.35
6/15/2018,66.21
6/22/2018,66.32
6/29/2018,74.03
7/6/2018,73.73
7/13/2018,71.96
7/20/2018,68.95
7/27/2018,70.01
8/3/2018,69.46
8/10/2018,67.9
8/17/2018,66.15
8/24/2018,68.1
8/31/2018,69.66
9/7/2018,68.51
9/14/2018,68.96
9/21/2018,70.28
9/28/2018,72.84
10/5/2018,75.13
10/12/2018,72.96
10/19/2018,70.24
10/26/2018,67.43
11/2/2018,65.06
11/9/2018,61.57
11/16/2018,56.92
11/23/2018,54.99
11/30/2018,51.01
12/7/2018,52.63
12/14/2018,51.54
12/21/2018,46.98
12/28/2018,45.22
1/4/2019,47
1/11/2019,50.78
1/18/2019,51.92
1/25/2019,52.88
2/1/2019,53.63
2/8/2019,53.53
2/15/2019,53.88
2/22/2019,56.74
3/1/2019,56.12
3/8/2019,56.35
3/15/2019,57.81
3/22/2019,59.44
3/29/2019,59.49
4/5/2019,62.36
4/12/2019,64.1
4/19/2019,63.8
4/26/2019,65.28
5/3/2019,62.9
5/10/2019,61.81
5/17/2019,62.1
5/24/2019,60.72
5/31/2019,56.93
6/7/2019,52.97
6/14/2019,52.52
6/21/2019,54.75
6/28/2019,58.38
7/5/2019,57.32
7/12/2019,59.02
7/19/2019,56.74
7/26/2019,56.05
8/2/2019,56.55
8/9/2019,53.28
8/16/2019,55.31
8/23/2019,55.5
8/30/2019,55.21
9/6/2019,55.73
9/13/2019,56.16
9/20/2019,59.33
9/27/2019,56.9
10/4/2019,53.12
10/11/2019,53.27
10/18/2019,53.49
10/25/2019,55.2
11/1/2019,55.17
11/8/2019,56.69
11/15/2019,56.85
11/22/2019,56.9
11/29/2019,58.07
12/6/2019,57.64
12/13/2019,59.25
12/20/2019,60.75
12/27/2019,61.29
1/3/2020,62.09
1/10/2020,60.84
1/17/2020,58.29
1/24/2020,56.15
1/31/2020,52.7
2/7/2020,50.36
2/14/2020,50.83
2/21/2020,53.14
2/28/2020,48.36
3/6/2020,45.57
3/13/2020,32.39
3/20/2020,24.19
3/27/2020,19.44
4/3/2020,21.69
4/10/2020,24.41
4/17/2020,20.12
4/24/2020,3.32
5/1/2020,15.71
5/8/2020,23.46
5/15/2020,26.4
5/22/2020,33.1
5/29/2020,34.19
6/5/2020,37.32
6/12/2020,37.87
6/19/2020,38.35
6/26/2020,39.22
7/3/2020,39.85
7/10/2020,40.44
7/17/2020,40.57
7/24/2020,41.34
7/31/2020,40.69
8/7/2020,41.57
8/14/2020,42.08
8/21/2020,42.73
8/28/2020,42.93
9/4/2020,41.84
9/11/2020,37.38
9/18/2020,39.55
9/25/2020,39.78
10/2/2020,38.99
10/9/2020,40.19
10/16/2020,40.33
10/23/2020,40.43
10/30/2020,37.32
11/6/2020,37.71
11/13/2020,40.66
11/20/2020,41.52
11/27/2020,44.4
12/4/2020,45.37
12/11/2020,46.04
12/18/2020,47.97
12/25/2020,47.73
1/1/2021,47.98
1/8/2021,50.09
1/15/2021,52.75
1/22/2021,52.82
1/29/2021,52.52
2/5/2021,55.39
2/12/2021,58.54
2/19/2021,60.17
2/26/2021,62.3
3/5/2021,62.29
3/12/2021,65.02
3/19/2021,63.22
3/26/2021,59.95
4/2/2021,60.66
4/9/2021,59.35
4/16/2021,61.93
4/23/2021,62.18
4/30/2021,63.47
5/7/2021,65.1
5/14/2021,65.07
5/21/2021,64.11
5/28/2021,66.4
6/4/2021,68.74
6/11/2021,70.11
6/18/2021,71.55
6/25/2021,73.48
7/2/2021,74.07
7/9/2021,73.35
7/16/2021,73.19
7/23/2021,69.68
